,NOC,Team,Year,Season,Games,num_olympians,num_medalist,perc_medalist
2926,TKM,Turkmenistan,1996,Summer,1996 Summer,7,,
2927,TKM,Turkmenistan,2000,Summer,2000 Summer,8,,
2928,TKM,Turkmenistan,2004,Summer,2004 Summer,9,,
2929,TKM,Turkmenistan,2008,Summer,2008 Summer,10,,
2930,TKM,Turkmenistan,2012,Summer,2012 Summer,10,,
2931,TKM,Turkmenistan,2016,Summer,2016 Summer,9,,
2932,TLS,Timor Leste,2004,Summer,2004 Summer,2,,
2933,TLS,Timor Leste,2008,Summer,2008 Summer,1,,
2934,TLS,Timor Leste,2012,Summer,2012 Summer,2,,
2935,TLS,Timor Leste,2014,Winter,2014 Winter,1,,
2936,TLS,Timor Leste,2016,Summer,2016 Summer,3,,
2937,TON,Tonga,1984,Summer,1984 Summer,7,,
2938,TON,Tonga,1988,Summer,1988 Summer,5,,
2939,TON,Tonga,1992,Summer,1992 Summer,5,,
2940,TON,Tonga,1996,Summer,1996 Summer,5,1.0,0.2
2941,TON,Tonga,2000,Summer,2000 Summer,3,,
2942,TON,Tonga,2004,Summer,2004 Summer,5,,
2943,TON,Tonga,2008,Summer,2008 Summer,3,,
2944,TON,Tonga,2012,Summer,2012 Summer,3,,
2945,TON,Tonga,2014,Winter,2014 Winter,1,,
2946,TON,Tonga,2016,Summer,2016 Summer,7,,
2947,TPE,Chinese Taipei,1960,Summer,1960 Summer,27,1.0,0.037037037037037035
2948,TPE,Chinese Taipei,1964,Summer,1964 Summer,40,,
2949,TPE,Chinese Taipei,1968,Summer,1968 Summer,43,1.0,0.023255813953488372
2950,TPE,Chinese Taipei,1972,Summer,1972 Summer,21,,
2951,TPE,Chinese Taipei,1972,Winter,1972 Winter,5,,
2952,TPE,Chinese Taipei,1976,Winter,1976 Winter,6,,
2953,TPE,Chinese Taipei,1984,Summer,1984 Summer,38,1.0,0.02631578947368421
2954,TPE,Chinese Taipei,1984,Winter,1984 Winter,12,,
2955,TPE,Chinese Taipei,1988,Summer,1988 Summer,61,,
2956,TPE,Chinese Taipei,1988,Winter,1988 Winter,13,,
2957,TPE,Chinese Taipei,1992,Summer,1992 Summer,31,20.0,0.6451612903225806
2958,TPE,Chinese Taipei,1992,Winter,1992 Winter,8,,
2959,TPE,Chinese Taipei,1994,Winter,1994 Winter,2,,
2960,TPE,Chinese Taipei,1996,Summer,1996 Summer,74,1.0,0.013513513513513514
2961,TPE,Chinese Taipei,1998,Winter,1998 Winter,7,,
2962,TPE,Chinese Taipei,2000,Summer,2000 Summer,55,5.0,0.09090909090909091
2963,TPE,Chinese Taipei,2002,Winter,2002 Winter,6,,
2964,TPE,Chinese Taipei,2004,Summer,2004 Summer,88,9.0,0.10227272727272728
2965,TPE,Chinese Taipei,2006,Winter,2006 Winter,1,,
2966,TPE,Chinese Taipei,2008,Summer,2008 Summer,79,4.0,0.05063291139240506
2967,TPE,Chinese Taipei,2010,Winter,2010 Winter,1,,
2968,TPE,Chinese Taipei,2012,Summer,2012 Summer,44,2.0,0.045454545454545456
2969,TPE,Chinese Taipei,2014,Winter,2014 Winter,3,,
2970,TPE,Chinese Taipei,2016,Summer,2016 Summer,55,5.0,0.09090909090909091
2971,TTO,Firebird II,1964,Summer,1964 Summer,2,,
2972,TTO,Trinidad and Tobago,1964,Summer,1964 Summer,11,4.0,0.36363636363636365
2973,TTO,Trinidad and Tobago,1968,Summer,1968 Summer,19,,
2974,TTO,Trinidad and Tobago,1972,Summer,1972 Summer,19,,
2975,TTO,Trinidad and Tobago,1976,Summer,1976 Summer,13,1.0,0.07692307692307693
2976,TTO,Trinidad and Tobago,1980,Summer,1980 Summer,9,,
2977,TTO,Trinidad and Tobago,1984,Summer,1984 Summer,16,,
2978,TTO,Trinidad and Tobago,1988,Summer,1988 Summer,6,,
2979,TTO,Trinidad and Tobago,1992,Summer,1992 Summer,7,,
2980,TTO,Trinidad and Tobago,1994,Winter,1994 Winter,2,,
2981,TTO,Trinidad and Tobago,1996,Summer,1996 Summer,12,1.0,0.08333333333333333
2982,TTO,Trinidad and Tobago,1998,Winter,1998 Winter,2,,
2983,TTO,Trinidad and Tobago,2000,Summer,2000 Summer,19,1.0,0.05263157894736842
2984,TTO,Trinidad and Tobago,2002,Winter,2002 Winter,3,,
2985,TTO,Trinidad and Tobago,2004,Summer,2004 Summer,19,1.0,0.05263157894736842
2986,TTO,Trinidad and Tobago,2008,Summer,2008 Summer,28,5.0,0.17857142857142858
2987,TTO,Trinidad and Tobago,2012,Summer,2012 Summer,25,9.0,0.36
2988,TTO,Trinidad and Tobago,2016,Summer,2016 Summer,28,1.0,0.03571428571428571
2989,TUN,Tunisia,1960,Summer,1960 Summer,42,,
2990,TUN,Tunisia,1964,Summer,1964 Summer,9,2.0,0.2222222222222222
2991,TUN,Tunisia,1968,Summer,1968 Summer,7,1.0,0.14285714285714285
2992,TUN,Tunisia,1972,Summer,1972 Summer,35,1.0,0.02857142857142857
2993,TUN,Tunisia,1976,Summer,1976 Summer,15,,
2994,TUN,Tunisia,1984,Summer,1984 Summer,23,,
2995,TUN,Tunisia,1988,Summer,1988 Summer,41,,
2996,TUN,Tunisia,1992,Summer,1992 Summer,13,,
2997,TUN,Tunisia,1996,Summer,1996 Summer,51,1.0,0.0196078431372549
2998,TUN,Tunisia,2000,Summer,2000 Summer,47,,
2999,TUN,Tunisia,2004,Summer,2004 Summer,54,,
3000,TUN,Tunisia,2008,Summer,2008 Summer,26,1.0,0.038461538461538464
3001,TUN,Tunisia,2012,Summer,2012 Summer,83,2.0,0.024096385542168676
3002,TUN,Tunisia,2016,Summer,2016 Summer,61,3.0,0.04918032786885246
3003,TUR,Turkey,1960,Summer,1960 Summer,49,9.0,0.1836734693877551
3004,TUR,Turkey,1960,Winter,1960 Winter,2,,
3005,TUR,Turkey,1964,Summer,1964 Summer,23,6.0,0.2608695652173913
3006,TUR,Turkey,1964,Winter,1964 Winter,5,,
3007,TUR,Turkey,1968,Summer,1968 Summer,29,2.0,0.06896551724137931
3008,TUR,Turkey,1968,Winter,1968 Winter,11,,
3009,TUR,Turkey,1972,Summer,1972 Summer,43,1.0,0.023255813953488372
3010,TUR,Turkey,1976,Summer,1976 Summer,27,,
3011,TUR,Turkey,1976,Winter,1976 Winter,9,,
3012,TUR,Turkey,1984,Summer,1984 Summer,46,3.0,0.06521739130434782
3013,TUR,Turkey,1984,Winter,1984 Winter,7,,
3014,TUR,Turkey,1988,Summer,1988 Summer,41,2.0,0.04878048780487805
3015,TUR,Turkey,1988,Winter,1988 Winter,8,,
3016,TUR,Turkey,1992,Summer,1992 Summer,41,6.0,0.14634146341463414
3017,TUR,Turkey,1992,Winter,1992 Winter,8,,
3018,TUR,Turkey,1994,Winter,1994 Winter,1,,
3019,TUR,Turkey,1996,Summer,1996 Summer,53,6.0,0.11320754716981132
3020,TUR,Turkey,1998,Winter,1998 Winter,1,,
3021,TUR,Turkey,2000,Summer,2000 Summer,57,5.0,0.08771929824561403
3022,TUR,Turkey,2002,Winter,2002 Winter,3,,
3023,TUR,Turkey,2004,Summer,2004 Summer,64,11.0,0.171875
3024,TUR,Turkey,2006,Winter,2006 Winter,6,,
3025,TUR,Turkey,2008,Summer,2008 Summer,67,7.0,0.1044776119402985
3026,TUR,Turkey,2010,Winter,2010 Winter,5,,
3027,TUR,Turkey,2012,Summer,2012 Summer,112,5.0,0.044642857142857144
3028,TUR,Turkey,2014,Winter,2014 Winter,6,,
3029,TUR,Turkey,2016,Summer,2016 Summer,100,8.0,0.08
3030,TUV,Tuvalu,2008,Summer,2008 Summer,3,,
3031,TUV,Tuvalu,2012,Summer,2012 Summer,3,,
3032,TUV,Tuvalu,2016,Summer,2016 Summer,1,,
3033,TZA,Tanzania,1964,Summer,1964 Summer,4,,
3034,TZA,Tanzania,1968,Summer,1968 Summer,4,,
3035,TZA,Tanzania,1972,Summer,1972 Summer,15,,
3036,TZA,Tanzania,1980,Summer,1980 Summer,41,2.0,0.04878048780487805
3037,TZA,Tanzania,1984,Summer,1984 Summer,18,,
3038,TZA,Tanzania,1988,Summer,1988 Summer,10,,
3039,TZA,Tanzania,1992,Summer,1992 Summer,9,,
3040,TZA,Tanzania,1996,Summer,1996 Summer,7,,
3041,TZA,Tanzania,2000,Summer,2000 Summer,4,,
3042,TZA,Tanzania,2004,Summer,2004 Summer,8,,
3043,TZA,Tanzania,2008,Summer,2008 Summer,9,,
3044,TZA,Tanzania,2012,Summer,2012 Summer,6,,
3045,TZA,Tanzania,2016,Summer,2016 Summer,7,,
3046,UAR,United Arab Republic,1960,Summer,1960 Summer,74,2.0,0.02702702702702703
3047,UGA,Uganda,1960,Summer,1960 Summer,10,,
3048,UGA,Uganda,1964,Summer,1964 Summer,13,,
3049,UGA,Uganda,1968,Summer,1968 Summer,11,2.0,0.18181818181818182
3050,UGA,Uganda,1972,Summer,1972 Summer,33,2.0,0.06060606060606061
3051,UGA,Uganda,1980,Summer,1980 Summer,13,1.0,0.07692307692307693
3052,UGA,Uganda,1984,Summer,1984 Summer,26,,
3053,UGA,Uganda,1988,Summer,1988 Summer,24,,
3054,UGA,Uganda,1992,Summer,1992 Summer,8,,
3055,UGA,Uganda,1996,Summer,1996 Summer,10,1.0,0.1
3056,UGA,Uganda,2000,Summer,2000 Summer,13,,
3057,UGA,Uganda,2004,Summer,2004 Summer,11,,
3058,UGA,Uganda,2008,Summer,2008 Summer,11,,
3059,UGA,Uganda,2012,Summer,2012 Summer,15,1.0,0.06666666666666667
3060,UGA,Uganda,2016,Summer,2016 Summer,21,,
3061,UKR,Ukraine,1994,Winter,1994 Winter,37,2.0,0.05405405405405406
3062,UKR,Ukraine,1996,Summer,1996 Summer,231,31.0,0.1341991341991342
3063,UKR,Ukraine,1998,Winter,1998 Winter,56,1.0,0.017857142857142856
3064,UKR,Ukraine,2000,Summer,2000 Summer,230,32.0,0.1391304347826087
3065,UKR,Ukraine,2002,Winter,2002 Winter,68,,
3066,UKR,Ukraine,2004,Summer,2004 Summer,239,46.0,0.19246861924686193
3067,UKR,Ukraine,2006,Winter,2006 Winter,52,3.0,0.057692307692307696
3068,UKR,Ukraine,2008,Summer,2008 Summer,243,31.0,0.12757201646090535
3069,UKR,Ukraine,2010,Winter,2010 Winter,45,,
3070,UKR,Ukraine,2012,Summer,2012 Summer,230,24.0,0.10434782608695652
3071,UKR,Ukraine,2014,Winter,2014 Winter,42,4.0,0.09523809523809523
3072,UKR,Ukraine,2016,Summer,2016 Summer,204,13.0,0.06372549019607843
3073,URS,Almaz,1964,Summer,1964 Summer,2,,
3074,URS,Druzhba,1964,Summer,1964 Summer,3,,
3075,URS,Nokaut II,1960,Summer,1960 Summer,2,,
3076,URS,Olen,1964,Summer,1964 Summer,3,,
3077,URS,Persey,1960,Summer,1960 Summer,3,,
3078,URS,Soviet Union,1960,Summer,1960 Summer,273,136.0,0.4981684981684982
3079,URS,Soviet Union,1960,Winter,1960 Winter,62,35.0,0.5645161290322581
3080,URS,Soviet Union,1964,Summer,1964 Summer,307,151.0,0.49185667752442996
3081,URS,Soviet Union,1964,Winter,1964 Winter,69,38.0,0.5507246376811594
3082,URS,Soviet Union,1968,Summer,1968 Summer,312,159.0,0.5096153846153846
3083,URS,Soviet Union,1968,Winter,1968 Winter,74,32.0,0.43243243243243246
3084,URS,Soviet Union,1972,Summer,1972 Summer,371,185.0,0.49865229110512127
3085,URS,Soviet Union,1972,Winter,1972 Winter,76,39.0,0.5131578947368421
3086,URS,Soviet Union,1976,Summer,1976 Summer,410,257.0,0.6268292682926829
3087,URS,Soviet Union,1976,Winter,1976 Winter,79,42.0,0.5316455696202531
3088,URS,Soviet Union,1980,Summer,1980 Summer,489,385.0,0.787321063394683
3089,URS,Soviet Union,1980,Winter,1980 Winter,86,46.0,0.5348837209302325
3090,URS,Soviet Union,1984,Winter,1984 Winter,99,50.0,0.5050505050505051
3091,URS,Soviet Union,1988,Summer,1988 Summer,481,264.0,0.5488565488565489
3092,URS,Soviet Union,1988,Winter,1988 Winter,101,52.0,0.5148514851485149
3093,URS,Taifun,1964,Summer,1964 Summer,2,,
3094,URS,Tornado,1960,Summer,1960 Summer,2,2.0,1.0
3095,URS,Viktoriya,1960,Summer,1960 Summer,3,,
3096,URU,Bajazzo,1960,Summer,1960 Summer,3,,
3097,URY,Uruguay,1960,Summer,1960 Summer,31,,
3098,URY,Uruguay,1964,Summer,1964 Summer,23,1.0,0.043478260869565216
3099,URY,Uruguay,1968,Summer,1968 Summer,27,,
3100,URY,Uruguay,1972,Summer,1972 Summer,13,,
3101,URY,Uruguay,1976,Summer,1976 Summer,9,,
3102,URY,Uruguay,1984,Summer,1984 Summer,18,,
3103,URY,Uruguay,1988,Summer,1988 Summer,15,,
3104,URY,Uruguay,1992,Summer,1992 Summer,16,,
3105,URY,Uruguay,1996,Summer,1996 Summer,14,,
3106,URY,Uruguay,1998,Winter,1998 Winter,1,,
3107,URY,Uruguay,2000,Summer,2000 Summer,15,1.0,0.06666666666666667
3108,URY,Uruguay,2004,Summer,2004 Summer,15,,
3109,URY,Uruguay,2008,Summer,2008 Summer,12,,
3110,URY,Uruguay,2012,Summer,2012 Summer,27,,
3111,URY,Uruguay,2016,Summer,2016 Summer,17,,
3112,USA,Aphrodite,1964,Summer,1964 Summer,3,3.0,1.0
3113,USA,Bingo,1964,Summer,1964 Summer,3,3.0,1.0
3114,USA,Brentina,2008,Summer,2008 Summer,1,,
3115,USA,Glider,1964,Summer,1964 Summer,2,2.0,1.0
3116,USA,Minotaur,1960,Summer,1960 Summer,3,3.0,1.0
3117,USA,Mythilus,2008,Summer,2008 Summer,1,,
3118,USA,Ravel,2008,Summer,2008 Summer,1,,
3119,USA,Shrew II,1960,Summer,1960 Summer,2,2.0,1.0
3120,USA,Spirit VI,1960,Summer,1960 Summer,3,,
3121,USA,United States,1960,Summer,1960 Summer,282,99.0,0.35106382978723405
3122,USA,United States,1960,Winter,1960 Winter,79,26.0,0.3291139240506329
3123,USA,United States,1964,Summer,1964 Summer,336,132.0,0.39285714285714285
3124,USA,United States,1964,Winter,1964 Winter,90,7.0,0.07777777777777778
3125,USA,United States,1968,Summer,1968 Summer,357,116.0,0.32492997198879553
3126,USA,United States,1968,Winter,1968 Winter,96,6.0,0.0625
3127,USA,United States,1972,Summer,1972 Summer,400,132.0,0.33
3128,USA,United States,1972,Winter,1972 Winter,103,22.0,0.21359223300970873
3129,USA,United States,1976,Summer,1976 Summer,396,135.0,0.3409090909090909
3130,USA,United States,1976,Winter,1976 Winter,106,9.0,0.08490566037735849
3131,USA,United States,1980,Winter,1980 Winter,101,25.0,0.24752475247524752
3132,USA,United States,1984,Summer,1984 Summer,522,290.0,0.5555555555555556
3133,USA,United States,1984,Winter,1984 Winter,107,9.0,0.08411214953271028
3134,USA,United States,1988,Summer,1988 Summer,527,173.0,0.32827324478178366
3135,USA,United States,1988,Winter,1988 Winter,117,6.0,0.05128205128205128
3136,USA,United States,1992,Summer,1992 Summer,545,185.0,0.3394495412844037
3137,USA,United States,1992,Winter,1992 Winter,148,12.0,0.08108108108108109
3138,USA,United States,1994,Winter,1994 Winter,148,15.0,0.10135135135135136
3139,USA,United States,1996,Summer,1996 Summer,648,227.0,0.35030864197530864
3140,USA,United States,1998,Winter,1998 Winter,186,33.0,0.1774193548387097
3141,USA,United States,2000,Summer,2000 Summer,586,213.0,0.363481228668942
3142,USA,United States,2002,Winter,2002 Winter,202,80.0,0.39603960396039606
3143,USA,United States,2004,Summer,2004 Summer,533,214.0,0.40150093808630394
3144,USA,United States,2006,Winter,2006 Winter,204,46.0,0.22549019607843138
3145,USA,United States,2008,Summer,2008 Summer,588,263.0,0.44727891156462585
3146,USA,United States,2010,Winter,2010 Winter,212,84.0,0.39622641509433965
3147,USA,United States,2012,Summer,2012 Summer,530,201.0,0.37924528301886795
3148,USA,United States,2014,Winter,2014 Winter,222,60.0,0.2702702702702703
3149,USA,United States,2016,Summer,2016 Summer,555,211.0,0.3801801801801802
3150,USA,Vim III,1960,Summer,1960 Summer,2,,
3151,USA,Widgeon,1964,Summer,1964 Summer,2,2.0,1.0
3152,UZB,Uzbekistan,1994,Winter,1994 Winter,7,1.0,0.14285714285714285
3153,UZB,Uzbekistan,1996,Summer,1996 Summer,71,2.0,0.028169014084507043
3154,UZB,Uzbekistan,1998,Winter,1998 Winter,4,,
3155,UZB,Uzbekistan,2000,Summer,2000 Summer,70,4.0,0.05714285714285714
3156,UZB,Uzbekistan,2002,Winter,2002 Winter,6,,
3157,UZB,Uzbekistan,2004,Summer,2004 Summer,69,5.0,0.07246376811594203
3158,UZB,Uzbekistan,2006,Winter,2006 Winter,4,,
3159,UZB,Uzbekistan,2008,Summer,2008 Summer,56,6.0,0.10714285714285714
3160,UZB,Uzbekistan,2010,Winter,2010 Winter,3,,
3161,UZB,Uzbekistan,2012,Summer,2012 Summer,53,3.0,0.05660377358490566
3162,UZB,Uzbekistan,2014,Winter,2014 Winter,3,,
3163,UZB,Uzbekistan,2016,Summer,2016 Summer,70,13.0,0.18571428571428572
3164,VCT,Saint Vincent and the Grenadines,1988,Summer,1988 Summer,6,,
3165,VCT,Saint Vincent and the Grenadines,1992,Summer,1992 Summer,6,,
3166,VCT,Saint Vincent and the Grenadines,1996,Summer,1996 Summer,8,,
3167,VCT,Saint Vincent and the Grenadines,2000,Summer,2000 Summer,4,,
3168,VCT,Saint Vincent and the Grenadines,2004,Summer,2004 Summer,3,,
3169,VCT,Saint Vincent and the Grenadines,2008,Summer,2008 Summer,2,,
3170,VCT,Saint Vincent and the Grenadines,2012,Summer,2012 Summer,3,,
3171,VCT,Saint Vincent and the Grenadines,2016,Summer,2016 Summer,4,,
3172,VEN,Espuma del Mar,1960,Summer,1960 Summer,2,,
3173,VEN,Espuma del Mar,1964,Summer,1964 Summer,2,,
3174,VEN,Venezuela,1960,Summer,1960 Summer,34,1.0,0.029411764705882353
3175,VEN,Venezuela,1964,Summer,1964 Summer,14,,
3176,VEN,Venezuela,1968,Summer,1968 Summer,23,1.0,0.043478260869565216
3177,VEN,Venezuela,1972,Summer,1972 Summer,23,,
3178,VEN,Venezuela,1976,Summer,1976 Summer,32,1.0,0.03125
3179,VEN,Venezuela,1980,Summer,1980 Summer,37,1.0,0.02702702702702703
3180,VEN,Venezuela,1984,Summer,1984 Summer,26,3.0,0.11538461538461539
3181,VEN,Venezuela,1988,Summer,1988 Summer,17,,
3182,VEN,Venezuela,1992,Summer,1992 Summer,26,,
3183,VEN,Venezuela,1996,Summer,1996 Summer,39,,
3184,VEN,Venezuela,1998,Winter,1998 Winter,1,,
3185,VEN,Venezuela,2000,Summer,2000 Summer,50,,
3186,VEN,Venezuela,2002,Winter,2002 Winter,4,,
3187,VEN,Venezuela,2004,Summer,2004 Summer,48,2.0,0.041666666666666664
3188,VEN,Venezuela,2006,Winter,2006 Winter,1,,
3189,VEN,Venezuela,2008,Summer,2008 Summer,108,1.0,0.009259259259259259
3190,VEN,Venezuela,2012,Summer,2012 Summer,68,1.0,0.014705882352941176
3191,VEN,Venezuela,2014,Winter,2014 Winter,1,,
3192,VEN,Venezuela,2016,Summer,2016 Summer,85,3.0,0.03529411764705882
3193,VGB,British Virgin Islands,1984,Summer,1984 Summer,9,,
3194,VGB,British Virgin Islands,1984,Winter,1984 Winter,1,,
3195,VGB,British Virgin Islands,1988,Summer,1988 Summer,3,,
3196,VGB,British Virgin Islands,1992,Summer,1992 Summer,4,,
3197,VGB,British Virgin Islands,1996,Summer,1996 Summer,7,,
3198,VGB,British Virgin Islands,2000,Summer,2000 Summer,1,,
3199,VGB,British Virgin Islands,2004,Summer,2004 Summer,1,,
3200,VGB,British Virgin Islands,2008,Summer,2008 Summer,2,,
3201,VGB,British Virgin Islands,2012,Summer,2012 Summer,2,,
3202,VGB,British Virgin Islands,2014,Winter,2014 Winter,1,,
3203,VGB,British Virgin Islands,2016,Summer,2016 Summer,4,,
3204,VIR,United States Virgin Islands,1968,Summer,1968 Summer,6,,
3205,VIR,United States Virgin Islands,1972,Summer,1972 Summer,16,,
3206,VIR,United States Virgin Islands,1976,Summer,1976 Summer,21,,
3207,VIR,United States Virgin Islands,1984,Summer,1984 Summer,29,,
3208,VIR,United States Virgin Islands,1988,Summer,1988 Summer,22,1.0,0.045454545454545456
3209,VIR,United States Virgin Islands,1988,Winter,1988 Winter,6,,
3210,VIR,United States Virgin Islands,1992,Summer,1992 Summer,25,,
3211,VIR,United States Virgin Islands,1992,Winter,1992 Winter,12,,
3212,VIR,United States Virgin Islands,1994,Winter,1994 Winter,8,,
3213,VIR,United States Virgin Islands,1996,Summer,1996 Summer,12,,
3214,VIR,United States Virgin Islands,1998,Winter,1998 Winter,7,,
3215,VIR,United States Virgin Islands,2000,Summer,2000 Summer,9,,
3216,VIR,United States Virgin Islands,2002,Winter,2002 Winter,8,,
3217,VIR,United States Virgin Islands,2004,Summer,2004 Summer,6,,
3218,VIR,United States Virgin Islands,2008,Summer,2008 Summer,7,,
3219,VIR,United States Virgin Islands,2012,Summer,2012 Summer,7,,
3220,VIR,United States Virgin Islands,2014,Winter,2014 Winter,1,,
3221,VIR,United States Virgin Islands,2016,Summer,2016 Summer,7,,
3222,VNM,South Vietnam,1960,Summer,1960 Summer,3,,
3223,VNM,South Vietnam,1964,Summer,1964 Summer,16,,
3224,VNM,South Vietnam,1968,Summer,1968 Summer,9,,
3225,VNM,South Vietnam,1972,Summer,1972 Summer,2,,
3226,VNM,Vietnam,1980,Summer,1980 Summer,30,,
3227,VNM,Vietnam,1988,Summer,1988 Summer,9,,
3228,VNM,Vietnam,1992,Summer,1992 Summer,7,,
3229,VNM,Vietnam,1996,Summer,1996 Summer,6,,
3230,VNM,Vietnam,2000,Summer,2000 Summer,7,1.0,0.14285714285714285
3231,VNM,Vietnam,2004,Summer,2004 Summer,11,,
3232,VNM,Vietnam,2008,Summer,2008 Summer,13,1.0,0.07692307692307693
3233,VNM,Vietnam,2012,Summer,2012 Summer,18,,
3234,VNM,Vietnam,2016,Summer,2016 Summer,22,1.0,0.045454545454545456
3235,VUT,Vanuatu,1988,Summer,1988 Summer,4,,
3236,VUT,Vanuatu,1992,Summer,1992 Summer,6,,
3237,VUT,Vanuatu,1996,Summer,1996 Summer,4,,
3238,VUT,Vanuatu,2000,Summer,2000 Summer,3,,
3239,VUT,Vanuatu,2004,Summer,2004 Summer,2,,
3240,VUT,Vanuatu,2008,Summer,2008 Summer,3,,
3241,VUT,Vanuatu,2012,Summer,2012 Summer,5,,
3242,VUT,Vanuatu,2016,Summer,2016 Summer,4,,
3243,WIF,Circus,1960,Summer,1960 Summer,2,,
3244,WIF,West Indies Federation,1960,Summer,1960 Summer,11,4.0,0.36363636363636365
3245,WSM,Samoa,1984,Summer,1984 Summer,8,,
3246,WSM,Samoa,1988,Summer,1988 Summer,11,,
3247,WSM,Samoa,1992,Summer,1992 Summer,5,,
3248,WSM,Samoa,1996,Summer,1996 Summer,5,,
3249,WSM,Samoa,2000,Summer,2000 Summer,5,,
3250,WSM,Samoa,2004,Summer,2004 Summer,3,,
3251,WSM,Samoa,2008,Summer,2008 Summer,6,,
3252,WSM,Samoa,2012,Summer,2012 Summer,8,,
3253,WSM,Samoa,2016,Summer,2016 Summer,8,,
3254,XKX,Kosovo,2016,Summer,2016 Summer,8,1.0,0.125
3255,YAR,North Yemen,1984,Summer,1984 Summer,2,,
3256,YAR,North Yemen,1988,Summer,1988 Summer,8,,
3257,YEM,Yemen,1992,Summer,1992 Summer,8,,
3258,YEM,Yemen,1996,Summer,1996 Summer,4,,
3259,YEM,Yemen,2000,Summer,2000 Summer,2,,
3260,YEM,Yemen,2004,Summer,2004 Summer,3,,
3261,YEM,Yemen,2008,Summer,2008 Summer,5,,
3262,YEM,Yemen,2012,Summer,2012 Summer,4,,
3263,YEM,Yemen,2016,Summer,2016 Summer,3,,
3264,YMD,South Yemen,1988,Summer,1988 Summer,5,,
3265,YUG,Cha-Cha III,1960,Summer,1960 Summer,2,,
3266,YUG,Yugoslavia,1960,Summer,1960 Summer,114,17.0,0.14912280701754385
3267,YUG,Yugoslavia,1964,Summer,1964 Summer,75,14.0,0.18666666666666668
3268,YUG,Yugoslavia,1964,Winter,1964 Winter,31,,
3269,YUG,Yugoslavia,1968,Summer,1968 Summer,69,28.0,0.4057971014492754
3270,YUG,Yugoslavia,1968,Winter,1968 Winter,30,,
3271,YUG,Yugoslavia,1972,Summer,1972 Summer,126,18.0,0.14285714285714285
3272,YUG,Yugoslavia,1972,Winter,1972 Winter,26,,
3273,YUG,Yugoslavia,1976,Summer,1976 Summer,88,18.0,0.20454545454545456
3274,YUG,Yugoslavia,1976,Winter,1976 Winter,28,,
3275,YUG,Yugoslavia,1980,Summer,1980 Summer,164,57.0,0.3475609756097561
3276,YUG,Yugoslavia,1980,Winter,1980 Winter,15,,
3277,YUG,Yugoslavia,1984,Summer,1984 Summer,139,85.0,0.6115107913669064
3278,YUG,Yugoslavia,1984,Winter,1984 Winter,72,1.0,0.013888888888888888
3279,YUG,Yugoslavia,1988,Summer,1988 Summer,155,62.0,0.4
3280,YUG,Yugoslavia,1988,Winter,1988 Winter,22,5.0,0.22727272727272727
3281,YUG,Yugoslavia,1992,Winter,1992 Winter,25,,
3282,ZAF,South Africa,1960,Summer,1960 Summer,53,3.0,0.05660377358490566
3283,ZAF,South Africa,1960,Winter,1960 Winter,4,,
3284,ZAF,South Africa,1992,Summer,1992 Summer,93,3.0,0.03225806451612903
3285,ZAF,South Africa,1994,Winter,1994 Winter,2,,
3286,ZAF,South Africa,1996,Summer,1996 Summer,84,4.0,0.047619047619047616
3287,ZAF,South Africa,1998,Winter,1998 Winter,2,,
3288,ZAF,South Africa,2000,Summer,2000 Summer,127,5.0,0.03937007874015748
3289,ZAF,South Africa,2002,Winter,2002 Winter,1,,
3290,ZAF,South Africa,2004,Summer,2004 Summer,106,8.0,0.07547169811320754
3291,ZAF,South Africa,2006,Winter,2006 Winter,3,,
3292,ZAF,South Africa,2008,Summer,2008 Summer,134,1.0,0.007462686567164179
3293,ZAF,South Africa,2010,Winter,2010 Winter,2,,
3294,ZAF,South Africa,2012,Summer,2012 Summer,124,8.0,0.06451612903225806
3295,ZAF,South Africa,2016,Summer,2016 Summer,135,22.0,0.16296296296296298
3296,ZIM,Peri II,1964,Summer,1964 Summer,2,,
3297,ZMB,Zambia,1964,Summer,1964 Summer,12,,
3298,ZMB,Zambia,1968,Summer,1968 Summer,7,,
3299,ZMB,Zambia,1972,Summer,1972 Summer,11,,
3300,ZMB,Zambia,1980,Summer,1980 Summer,37,,
3301,ZMB,Zambia,1984,Summer,1984 Summer,16,1.0,0.0625
3302,ZMB,Zambia,1988,Summer,1988 Summer,29,,
3303,ZMB,Zambia,1992,Summer,1992 Summer,9,,
3304,ZMB,Zambia,1996,Summer,1996 Summer,8,1.0,0.125
3305,ZMB,Zambia,2000,Summer,2000 Summer,8,,
3306,ZMB,Zambia,2004,Summer,2004 Summer,6,,
3307,ZMB,Zambia,2008,Summer,2008 Summer,8,,
3308,ZMB,Zambia,2012,Summer,2012 Summer,7,,
3309,ZMB,Zambia,2016,Summer,2016 Summer,7,,
3310,ZWE,Zimbabwe,1960,Summer,1960 Summer,4,,
3311,ZWE,Zimbabwe,1964,Summer,1964 Summer,27,,
3312,ZWE,Zimbabwe,1980,Summer,1980 Summer,42,15.0,0.35714285714285715
3313,ZWE,Zimbabwe,1984,Summer,1984 Summer,15,,
3314,ZWE,Zimbabwe,1988,Summer,1988 Summer,29,,
3315,ZWE,Zimbabwe,1992,Summer,1992 Summer,19,,
3316,ZWE,Zimbabwe,1996,Summer,1996 Summer,13,,
3317,ZWE,Zimbabwe,2000,Summer,2000 Summer,16,,
