,NOC,Team,Year,Season,Games,num_olympians,num_medalist,perc_medalist
2520,PRT,Portugal,1988,Summer,1988 Summer,65,1.0,0.015384615384615385
2521,PRT,Portugal,1992,Summer,1992 Summer,90,,
2522,PRT,Portugal,1994,Winter,1994 Winter,1,,
2523,PRT,Portugal,1996,Summer,1996 Summer,107,3.0,0.028037383177570093
2524,PRT,Portugal,1998,Winter,1998 Winter,2,,
2525,PRT,Portugal,2000,Summer,2000 Summer,61,2.0,0.03278688524590164
2526,PRT,Portugal,2004,Summer,2004 Summer,81,3.0,0.037037037037037035
2527,PRT,Portugal,2006,Winter,2006 Winter,1,,
2528,PRT,Portugal,2008,Summer,2008 Summer,77,2.0,0.025974025974025976
2529,PRT,Portugal,2010,Winter,2010 Winter,1,,
2530,PRT,Portugal,2012,Summer,2012 Summer,76,2.0,0.02631578947368421
2531,PRT,Portugal,2014,Winter,2014 Winter,2,,
2532,PRT,Portugal,2016,Summer,2016 Summer,90,1.0,0.011111111111111112
2533,PRY,Paraguay,1968,Summer,1968 Summer,1,,
2534,PRY,Paraguay,1972,Summer,1972 Summer,3,,
2535,PRY,Paraguay,1976,Summer,1976 Summer,4,,
2536,PRY,Paraguay,1984,Summer,1984 Summer,14,,
2537,PRY,Paraguay,1988,Summer,1988 Summer,10,,
2538,PRY,Paraguay,1992,Summer,1992 Summer,27,,
2539,PRY,Paraguay,1996,Summer,1996 Summer,7,,
2540,PRY,Paraguay,2000,Summer,2000 Summer,5,,
2541,PRY,Paraguay,2004,Summer,2004 Summer,22,17.0,0.7727272727272727
2542,PRY,Paraguay,2008,Summer,2008 Summer,7,,
2543,PRY,Paraguay,2012,Summer,2012 Summer,8,,
2544,PRY,Paraguay,2014,Winter,2014 Winter,1,,
2545,PRY,Paraguay,2016,Summer,2016 Summer,11,,
2546,QAT,Qatar,1984,Summer,1984 Summer,24,,
2547,QAT,Qatar,1988,Summer,1988 Summer,10,,
2548,QAT,Qatar,1992,Summer,1992 Summer,28,1.0,0.03571428571428571
2549,QAT,Qatar,1996,Summer,1996 Summer,12,,
2550,QAT,Qatar,2000,Summer,2000 Summer,17,1.0,0.058823529411764705
2551,QAT,Qatar,2004,Summer,2004 Summer,15,,
2552,QAT,Qatar,2008,Summer,2008 Summer,20,,
2553,QAT,Qatar,2012,Summer,2012 Summer,12,2.0,0.16666666666666666
2554,QAT,Qatar,2016,Summer,2016 Summer,37,1.0,0.02702702702702703
2555,RHO,Peri,1960,Summer,1960 Summer,2,,
2556,RHO,Rhodesia,1960,Summer,1960 Summer,8,,
2557,ROT,Refugee Olympic Athletes,2016,Summer,2016 Summer,10,,
2558,ROU,Romania,1960,Summer,1960 Summer,98,15.0,0.15306122448979592
2559,ROU,Romania,1964,Summer,1964 Summer,138,14.0,0.10144927536231885
2560,ROU,Romania,1964,Winter,1964 Winter,27,,
2561,ROU,Romania,1968,Summer,1968 Summer,82,23.0,0.2804878048780488
2562,ROU,Romania,1968,Winter,1968 Winter,30,2.0,0.06666666666666667
2563,ROU,Romania,1972,Summer,1972 Summer,159,39.0,0.24528301886792453
2564,ROU,Romania,1972,Winter,1972 Winter,13,,
2565,ROU,Romania,1976,Summer,1976 Summer,157,48.0,0.3057324840764331
2566,ROU,Romania,1976,Winter,1976 Winter,32,,
2567,ROU,Romania,1980,Summer,1980 Summer,228,60.0,0.2631578947368421
2568,ROU,Romania,1980,Winter,1980 Winter,35,,
2569,ROU,Romania,1984,Summer,1984 Summer,124,94.0,0.7580645161290323
2570,ROU,Romania,1984,Winter,1984 Winter,19,,
2571,ROU,Romania,1988,Summer,1988 Summer,68,38.0,0.5588235294117647
2572,ROU,Romania,1988,Winter,1988 Winter,11,,
2573,ROU,Romania,1992,Summer,1992 Summer,173,42.0,0.24277456647398843
2574,ROU,Romania,1992,Winter,1992 Winter,23,,
2575,ROU,Romania,1994,Winter,1994 Winter,23,,
2576,ROU,Romania,1996,Summer,1996 Summer,165,30.0,0.18181818181818182
2577,ROU,Romania,1998,Winter,1998 Winter,16,,
2578,ROU,Romania,2000,Summer,2000 Summer,145,35.0,0.2413793103448276
2579,ROU,Romania,2002,Winter,2002 Winter,21,,
2580,ROU,Romania,2004,Summer,2004 Summer,108,29.0,0.26851851851851855
2581,ROU,Romania,2006,Winter,2006 Winter,25,,
2582,ROU,Romania,2008,Summer,2008 Summer,101,19.0,0.18811881188118812
2583,ROU,Romania,2010,Winter,2010 Winter,28,,
2584,ROU,Romania,2012,Summer,2012 Summer,105,14.0,0.13333333333333333
2585,ROU,Romania,2014,Winter,2014 Winter,22,,
2586,ROU,Romania,2016,Summer,2016 Summer,95,16.0,0.16842105263157894
2587,RSA,Hakahana,1960,Summer,1960 Summer,2,,
2588,RUS,Russia,1994,Winter,1994 Winter,113,28.0,0.24778761061946902
2589,RUS,Russia,1996,Summer,1996 Summer,390,97.0,0.24871794871794872
2590,RUS,Russia,1998,Winter,1998 Winter,122,45.0,0.36885245901639346
2591,RUS,Russia,2000,Summer,2000 Summer,435,168.0,0.38620689655172413
2592,RUS,Russia,2002,Winter,2002 Winter,151,35.0,0.23178807947019867
2593,RUS,Russia,2004,Summer,2004 Summer,446,177.0,0.3968609865470852
2594,RUS,Russia,2006,Winter,2006 Winter,174,35.0,0.20114942528735633
2595,RUS,Russia,2008,Summer,2008 Summer,454,134.0,0.29515418502202645
2596,RUS,Russia,2010,Winter,2010 Winter,175,22.0,0.12571428571428572
2597,RUS,Russia,2012,Summer,2012 Summer,429,129.0,0.3006993006993007
2598,RUS,Russia,2014,Winter,2014 Winter,213,49.0,0.2300469483568075
2599,RUS,Russia,2016,Summer,2016 Summer,284,103.0,0.3626760563380282
2600,RWA,Rwanda,1984,Summer,1984 Summer,3,,
2601,RWA,Rwanda,1988,Summer,1988 Summer,6,,
2602,RWA,Rwanda,1992,Summer,1992 Summer,10,,
2603,RWA,Rwanda,1996,Summer,1996 Summer,4,,
2604,RWA,Rwanda,2000,Summer,2000 Summer,5,,
2605,RWA,Rwanda,2004,Summer,2004 Summer,5,,
2606,RWA,Rwanda,2008,Summer,2008 Summer,4,,
2607,RWA,Rwanda,2012,Summer,2012 Summer,7,,
2608,RWA,Rwanda,2016,Summer,2016 Summer,7,,
2609,SAU,Saudi Arabia,1972,Summer,1972 Summer,10,,
2610,SAU,Saudi Arabia,1976,Summer,1976 Summer,14,,
2611,SAU,Saudi Arabia,1984,Summer,1984 Summer,37,,
2612,SAU,Saudi Arabia,1988,Summer,1988 Summer,9,,
2613,SAU,Saudi Arabia,1992,Summer,1992 Summer,9,,
2614,SAU,Saudi Arabia,1996,Summer,1996 Summer,29,,
2615,SAU,Saudi Arabia,2000,Summer,2000 Summer,18,2.0,0.1111111111111111
2616,SAU,Saudi Arabia,2004,Summer,2004 Summer,16,,
2617,SAU,Saudi Arabia,2008,Summer,2008 Summer,14,,
2618,SAU,Saudi Arabia,2012,Summer,2012 Summer,18,4.0,0.2222222222222222
2619,SAU,Saudi Arabia,2016,Summer,2016 Summer,10,,
2620,SCG,Serbia and Montenegro,1996,Summer,1996 Summer,68,25.0,0.36764705882352944
2621,SCG,Serbia and Montenegro,1998,Winter,1998 Winter,2,,
2622,SCG,Serbia and Montenegro,2000,Summer,2000 Summer,109,25.0,0.22935779816513763
2623,SCG,Serbia and Montenegro,2002,Winter,2002 Winter,6,,
2624,SCG,Serbia and Montenegro,2004,Summer,2004 Summer,85,13.0,0.15294117647058825
2625,SCG,Serbia and Montenegro,2006,Winter,2006 Winter,6,,
2626,SDN,Sudan,1960,Summer,1960 Summer,10,,
2627,SDN,Sudan,1968,Summer,1968 Summer,5,,
2628,SDN,Sudan,1972,Summer,1972 Summer,26,,
2629,SDN,Sudan,1984,Summer,1984 Summer,7,,
2630,SDN,Sudan,1988,Summer,1988 Summer,8,,
2631,SDN,Sudan,1992,Summer,1992 Summer,6,,
2632,SDN,Sudan,1996,Summer,1996 Summer,4,,
2633,SDN,Sudan,2000,Summer,2000 Summer,3,,
2634,SDN,Sudan,2004,Summer,2004 Summer,4,,
2635,SDN,Sudan,2008,Summer,2008 Summer,9,1.0,0.1111111111111111
2636,SDN,Sudan,2012,Summer,2012 Summer,6,,
2637,SDN,Sudan,2016,Summer,2016 Summer,6,,
2638,SEN,Senegal,1964,Summer,1964 Summer,12,,
2639,SEN,Senegal,1968,Summer,1968 Summer,21,,
2640,SEN,Senegal,1972,Summer,1972 Summer,38,,
2641,SEN,Senegal,1976,Summer,1976 Summer,21,,
2642,SEN,Senegal,1980,Summer,1980 Summer,32,,
2643,SEN,Senegal,1984,Summer,1984 Summer,24,,
2644,SEN,Senegal,1984,Winter,1984 Winter,1,,
2645,SEN,Senegal,1988,Summer,1988 Summer,23,1.0,0.043478260869565216
2646,SEN,Senegal,1992,Summer,1992 Summer,20,,
2647,SEN,Senegal,1992,Winter,1992 Winter,2,,
2648,SEN,Senegal,1994,Winter,1994 Winter,1,,
2649,SEN,Senegal,1996,Summer,1996 Summer,11,,
2650,SEN,Senegal,2000,Summer,2000 Summer,26,,
2651,SEN,Senegal,2004,Summer,2004 Summer,15,,
2652,SEN,Senegal,2006,Winter,2006 Winter,1,,
2653,SEN,Senegal,2008,Summer,2008 Summer,15,,
2654,SEN,Senegal,2010,Winter,2010 Winter,1,,
2655,SEN,Senegal,2012,Summer,2012 Summer,31,,
2656,SEN,Senegal,2016,Summer,2016 Summer,22,,
2657,SGP,June Climene,1960,Summer,1960 Summer,3,,
2658,SGP,Singapore,1960,Summer,1960 Summer,2,1.0,0.5
2659,SGP,Singapore,1968,Summer,1968 Summer,4,,
2660,SGP,Singapore,1972,Summer,1972 Summer,7,,
2661,SGP,Singapore,1976,Summer,1976 Summer,4,,
2662,SGP,Singapore,1984,Summer,1984 Summer,5,,
2663,SGP,Singapore,1988,Summer,1988 Summer,8,,
2664,SGP,Singapore,1992,Summer,1992 Summer,14,,
2665,SGP,Singapore,1996,Summer,1996 Summer,14,,
2666,SGP,Singapore,2000,Summer,2000 Summer,14,,
2667,SGP,Singapore,2004,Summer,2004 Summer,16,,
2668,SGP,Singapore,2008,Summer,2008 Summer,25,3.0,0.12
2669,SGP,Singapore,2012,Summer,2012 Summer,23,3.0,0.13043478260869565
2670,SGP,Singapore,2016,Summer,2016 Summer,25,1.0,0.04
2671,SLB,Solomon Islands,1984,Summer,1984 Summer,3,,
2672,SLB,Solomon Islands,1988,Summer,1988 Summer,4,,
2673,SLB,Solomon Islands,1992,Summer,1992 Summer,1,,
2674,SLB,Solomon Islands,1996,Summer,1996 Summer,4,,
2675,SLB,Solomon Islands,2000,Summer,2000 Summer,2,,
2676,SLB,Solomon Islands,2004,Summer,2004 Summer,2,,
2677,SLB,Solomon Islands,2008,Summer,2008 Summer,3,,
2678,SLB,Solomon Islands,2012,Summer,2012 Summer,4,,
2679,SLB,Solomon Islands,2016,Summer,2016 Summer,3,,
2680,SLE,Sierra Leone,1968,Summer,1968 Summer,3,,
2681,SLE,Sierra Leone,1980,Summer,1980 Summer,14,,
2682,SLE,Sierra Leone,1984,Summer,1984 Summer,7,,
2683,SLE,Sierra Leone,1988,Summer,1988 Summer,12,,
2684,SLE,Sierra Leone,1992,Summer,1992 Summer,11,,
2685,SLE,Sierra Leone,1996,Summer,1996 Summer,14,,
2686,SLE,Sierra Leone,2000,Summer,2000 Summer,3,,
2687,SLE,Sierra Leone,2004,Summer,2004 Summer,2,,
2688,SLE,Sierra Leone,2008,Summer,2008 Summer,3,,
2689,SLE,Sierra Leone,2012,Summer,2012 Summer,2,,
2690,SLE,Sierra Leone,2016,Summer,2016 Summer,4,,
2691,SLV,El Salvador,1968,Summer,1968 Summer,60,,
2692,SLV,El Salvador,1972,Summer,1972 Summer,11,,
2693,SLV,El Salvador,1984,Summer,1984 Summer,10,,
2694,SLV,El Salvador,1988,Summer,1988 Summer,6,,
2695,SLV,El Salvador,1992,Summer,1992 Summer,4,,
2696,SLV,El Salvador,1996,Summer,1996 Summer,8,,
2697,SLV,El Salvador,2000,Summer,2000 Summer,8,,
2698,SLV,El Salvador,2004,Summer,2004 Summer,7,,
2699,SLV,El Salvador,2008,Summer,2008 Summer,11,,
2700,SLV,El Salvador,2012,Summer,2012 Summer,10,,
2701,SLV,El Salvador,2016,Summer,2016 Summer,8,,
2702,SMR,San Marino,1960,Summer,1960 Summer,9,,
2703,SMR,San Marino,1968,Summer,1968 Summer,4,,
2704,SMR,San Marino,1972,Summer,1972 Summer,7,,
2705,SMR,San Marino,1976,Summer,1976 Summer,10,,
2706,SMR,San Marino,1976,Winter,1976 Winter,2,,
2707,SMR,San Marino,1980,Summer,1980 Summer,16,,
2708,SMR,San Marino,1984,Summer,1984 Summer,19,,
2709,SMR,San Marino,1984,Winter,1984 Winter,3,,
2710,SMR,San Marino,1988,Summer,1988 Summer,11,,
2711,SMR,San Marino,1988,Winter,1988 Winter,5,,
2712,SMR,San Marino,1992,Summer,1992 Summer,17,,
2713,SMR,San Marino,1992,Winter,1992 Winter,3,,
2714,SMR,San Marino,1994,Winter,1994 Winter,3,,
2715,SMR,San Marino,1996,Summer,1996 Summer,7,,
2716,SMR,San Marino,2000,Summer,2000 Summer,4,,
2717,SMR,San Marino,2002,Winter,2002 Winter,1,,
2718,SMR,San Marino,2004,Summer,2004 Summer,5,,
2719,SMR,San Marino,2006,Winter,2006 Winter,1,,
2720,SMR,San Marino,2008,Summer,2008 Summer,4,,
2721,SMR,San Marino,2010,Winter,2010 Winter,1,,
2722,SMR,San Marino,2012,Summer,2012 Summer,4,,
2723,SMR,San Marino,2014,Winter,2014 Winter,2,,
2724,SMR,San Marino,2016,Summer,2016 Summer,4,,
2725,SOM,Somalia,1972,Summer,1972 Summer,3,,
2726,SOM,Somalia,1984,Summer,1984 Summer,7,,
2727,SOM,Somalia,1988,Summer,1988 Summer,5,,
2728,SOM,Somalia,1996,Summer,1996 Summer,4,,
2729,SOM,Somalia,2000,Summer,2000 Summer,2,,
2730,SOM,Somalia,2004,Summer,2004 Summer,2,,
2731,SOM,Somalia,2008,Summer,2008 Summer,2,,
2732,SOM,Somalia,2012,Summer,2012 Summer,2,,
2733,SOM,Somalia,2016,Summer,2016 Summer,2,,
2734,SRB,Serbia,2008,Summer,2008 Summer,87,15.0,0.1724137931034483
2735,SRB,Serbia,2010,Winter,2010 Winter,10,,
2736,SRB,Serbia,2012,Summer,2012 Summer,116,16.0,0.13793103448275862
2737,SRB,Serbia,2014,Winter,2014 Winter,8,,
2738,SRB,Serbia,2016,Summer,2016 Summer,103,54.0,0.5242718446601942
2739,SSD,South Sudan,2016,Summer,2016 Summer,3,,
2740,STP,Sao Tome and Principe,1996,Summer,1996 Summer,2,,
2741,STP,Sao Tome and Principe,2000,Summer,2000 Summer,2,,
2742,STP,Sao Tome and Principe,2004,Summer,2004 Summer,2,,
2743,STP,Sao Tome and Principe,2008,Summer,2008 Summer,3,,
2744,STP,Sao Tome and Principe,2012,Summer,2012 Summer,2,,
2745,STP,Sao Tome and Principe,2016,Summer,2016 Summer,3,,
2746,SUR,Suriname,1968,Summer,1968 Summer,1,,
2747,SUR,Suriname,1972,Summer,1972 Summer,2,,
2748,SUR,Suriname,1976,Summer,1976 Summer,3,,
2749,SUR,Suriname,1984,Summer,1984 Summer,5,,
2750,SUR,Suriname,1988,Summer,1988 Summer,6,1.0,0.16666666666666666
2751,SUR,Suriname,1992,Summer,1992 Summer,6,1.0,0.16666666666666666
2752,SUR,Suriname,1996,Summer,1996 Summer,7,,
2753,SUR,Suriname,2000,Summer,2000 Summer,4,,
2754,SUR,Suriname,2004,Summer,2004 Summer,4,,
2755,SUR,Suriname,2008,Summer,2008 Summer,4,,
2756,SUR,Suriname,2012,Summer,2012 Summer,5,,
2757,SUR,Suriname,2016,Summer,2016 Summer,6,,
2758,SVK,Slovakia,1994,Winter,1994 Winter,42,,
2759,SVK,Slovakia,1996,Summer,1996 Summer,71,3.0,0.04225352112676056
2760,SVK,Slovakia,1998,Winter,1998 Winter,37,,
2761,SVK,Slovakia,2000,Summer,2000 Summer,108,5.0,0.046296296296296294
2762,SVK,Slovakia,2002,Winter,2002 Winter,49,,
2763,SVK,Slovakia,2004,Summer,2004 Summer,64,10.0,0.15625
2764,SVK,Slovakia,2006,Winter,2006 Winter,58,1.0,0.017241379310344827
2765,SVK,Slovakia,2008,Summer,2008 Summer,57,10.0,0.17543859649122806
2766,SVK,Slovakia,2010,Winter,2010 Winter,68,2.0,0.029411764705882353
2767,SVK,Slovakia,2012,Summer,2012 Summer,47,5.0,0.10638297872340426
2768,SVK,Slovakia,2014,Winter,2014 Winter,62,1.0,0.016129032258064516
2769,SVK,Slovakia,2016,Summer,2016 Summer,51,8.0,0.1568627450980392
2770,SVN,Slovenia,1992,Summer,1992 Summer,35,6.0,0.17142857142857143
2771,SVN,Slovenia,1992,Winter,1992 Winter,27,,
2772,SVN,Slovenia,1994,Winter,1994 Winter,22,3.0,0.13636363636363635
2773,SVN,Slovenia,1996,Summer,1996 Summer,37,2.0,0.05405405405405406
2774,SVN,Slovenia,1998,Winter,1998 Winter,34,,
2775,SVN,Slovenia,2000,Summer,2000 Summer,74,3.0,0.04054054054054054
2776,SVN,Slovenia,2002,Winter,2002 Winter,40,4.0,0.1
2777,SVN,Slovenia,2004,Summer,2004 Summer,79,5.0,0.06329113924050633
2778,SVN,Slovenia,2006,Winter,2006 Winter,36,,
2779,SVN,Slovenia,2008,Summer,2008 Summer,61,5.0,0.08196721311475409
2780,SVN,Slovenia,2010,Winter,2010 Winter,47,2.0,0.0425531914893617
2781,SVN,Slovenia,2012,Summer,2012 Summer,65,5.0,0.07692307692307693
2782,SVN,Slovenia,2014,Winter,2014 Winter,58,5.0,0.08620689655172414
2783,SVN,Slovenia,2016,Summer,2016 Summer,63,4.0,0.06349206349206349
2784,SWE,Briar,2008,Summer,2008 Summer,1,,
2785,SWE,Floresco,2008,Summer,2008 Summer,1,,
2786,SWE,Galejan,1960,Summer,1960 Summer,3,,
2787,SWE,Hayama,1964,Summer,1964 Summer,2,,
2788,SWE,Humbug V,1964,Summer,1964 Summer,2,2.0,1.0
2789,SWE,Kuling,1964,Summer,1964 Summer,3,,
2790,SWE,Lasha,1960,Summer,1960 Summer,3,,
2791,SWE,Mari,1960,Summer,1960 Summer,2,,
2792,SWE,Rush VII,1964,Summer,1964 Summer,3,3.0,1.0
2793,SWE,Sjovinge,1960,Summer,1960 Summer,2,,
2794,SWE,Solos Carex,2008,Summer,2008 Summer,1,,
2795,SWE,Sweden,1960,Summer,1960 Summer,124,6.0,0.04838709677419355
2796,SWE,Sweden,1960,Winter,1960 Winter,47,7.0,0.14893617021276595
2797,SWE,Sweden,1964,Summer,1964 Summer,84,10.0,0.11904761904761904
2798,SWE,Sweden,1964,Winter,1964 Winter,57,25.0,0.43859649122807015
2799,SWE,Sweden,1968,Summer,1968 Summer,100,8.0,0.08
2800,SWE,Sweden,1968,Winter,1968 Winter,68,13.0,0.19117647058823528
2801,SWE,Sweden,1972,Summer,1972 Summer,131,19.0,0.1450381679389313
2802,SWE,Sweden,1972,Winter,1972 Winter,58,4.0,0.06896551724137931
2803,SWE,Sweden,1976,Summer,1976 Summer,116,10.0,0.08620689655172414
2804,SWE,Sweden,1976,Winter,1976 Winter,39,2.0,0.05128205128205128
2805,SWE,Sweden,1980,Summer,1980 Summer,145,20.0,0.13793103448275862
2806,SWE,Sweden,1980,Winter,1980 Winter,61,22.0,0.36065573770491804
2807,SWE,Sweden,1984,Summer,1984 Summer,174,27.0,0.15517241379310345
2808,SWE,Sweden,1984,Winter,1984 Winter,60,25.0,0.4166666666666667
2809,SWE,Sweden,1988,Summer,1988 Summer,185,15.0,0.08108108108108109
2810,SWE,Sweden,1988,Winter,1988 Winter,67,28.0,0.417910447761194
2811,SWE,Sweden,1992,Summer,1992 Summer,187,32.0,0.1711229946524064
2812,SWE,Sweden,1992,Winter,1992 Winter,73,6.0,0.0821917808219178
2813,SWE,Sweden,1994,Winter,1994 Winter,84,24.0,0.2857142857142857
2814,SWE,Sweden,1996,Summer,1996 Summer,177,30.0,0.1694915254237288
2815,SWE,Sweden,1998,Winter,1998 Winter,99,7.0,0.0707070707070707
2816,SWE,Sweden,2000,Summer,2000 Summer,150,30.0,0.2
2817,SWE,Sweden,2002,Winter,2002 Winter,102,24.0,0.23529411764705882
2818,SWE,Sweden,2004,Summer,2004 Summer,115,12.0,0.10434782608695652
2819,SWE,Sweden,2006,Winter,2006 Winter,106,59.0,0.5566037735849056
2820,SWE,Sweden,2008,Summer,2008 Summer,123,7.0,0.056910569105691054
2821,SWE,Sweden,2010,Winter,2010 Winter,101,13.0,0.12871287128712872
2822,SWE,Sweden,2012,Summer,2012 Summer,133,22.0,0.16541353383458646
2823,SWE,Sweden,2014,Winter,2014 Winter,99,43.0,0.43434343434343436
2824,SWE,Sweden,2016,Summer,2016 Summer,150,26.0,0.17333333333333334
2825,SWZ,Swaziland,1972,Summer,1972 Summer,2,,
2826,SWZ,Swaziland,1984,Summer,1984 Summer,8,,
2827,SWZ,Swaziland,1988,Summer,1988 Summer,11,,
2828,SWZ,Swaziland,1992,Summer,1992 Summer,6,,
2829,SWZ,Swaziland,1992,Winter,1992 Winter,1,,
2830,SWZ,Swaziland,1996,Summer,1996 Summer,6,,
2831,SWZ,Swaziland,2000,Summer,2000 Summer,6,,
2832,SWZ,Swaziland,2004,Summer,2004 Summer,3,,
2833,SWZ,Swaziland,2008,Summer,2008 Summer,4,,
2834,SWZ,Swaziland,2012,Summer,2012 Summer,3,,
2835,SWZ,Swaziland,2016,Summer,2016 Summer,2,,
2836,SYC,Seychelles,1980,Summer,1980 Summer,11,,
2837,SYC,Seychelles,1984,Summer,1984 Summer,9,,
2838,SYC,Seychelles,1992,Summer,1992 Summer,11,,
2839,SYC,Seychelles,1996,Summer,1996 Summer,9,,
2840,SYC,Seychelles,2000,Summer,2000 Summer,9,,
2841,SYC,Seychelles,2004,Summer,2004 Summer,9,,
2842,SYC,Seychelles,2008,Summer,2008 Summer,9,,
2843,SYC,Seychelles,2012,Summer,2012 Summer,6,,
2844,SYC,Seychelles,2016,Summer,2016 Summer,10,,
2845,SYR,Syria,1968,Summer,1968 Summer,2,,
2846,SYR,Syria,1972,Summer,1972 Summer,5,,
2847,SYR,Syria,1980,Summer,1980 Summer,67,,
2848,SYR,Syria,1984,Summer,1984 Summer,9,1.0,0.1111111111111111
2849,SYR,Syria,1988,Summer,1988 Summer,13,,
2850,SYR,Syria,1992,Summer,1992 Summer,8,,
2851,SYR,Syria,1996,Summer,1996 Summer,7,1.0,0.14285714285714285
2852,SYR,Syria,2000,Summer,2000 Summer,8,,
2853,SYR,Syria,2004,Summer,2004 Summer,6,1.0,0.16666666666666666
2854,SYR,Syria,2008,Summer,2008 Summer,7,,
2855,SYR,Syria,2012,Summer,2012 Summer,10,,
2856,SYR,Syria,2016,Summer,2016 Summer,7,,
2857,TCD,Chad,1964,Summer,1964 Summer,2,,
2858,TCD,Chad,1968,Summer,1968 Summer,3,,
2859,TCD,Chad,1972,Summer,1972 Summer,4,,
2860,TCD,Chad,1984,Summer,1984 Summer,3,,
2861,TCD,Chad,1988,Summer,1988 Summer,6,,
2862,TCD,Chad,1992,Summer,1992 Summer,6,,
2863,TCD,Chad,1996,Summer,1996 Summer,4,,
2864,TCD,Chad,2000,Summer,2000 Summer,2,,
2865,TCD,Chad,2004,Summer,2004 Summer,1,,
2866,TCD,Chad,2008,Summer,2008 Summer,2,,
2867,TCD,Chad,2012,Summer,2012 Summer,2,,
2868,TCD,Chad,2016,Summer,2016 Summer,2,,
2869,TCH,Czechoslovakia,1960,Summer,1960 Summer,116,21.0,0.1810344827586207
2870,TCH,Czechoslovakia,1960,Winter,1960 Winter,21,1.0,0.047619047619047616
2871,TCH,Czechoslovakia,1964,Summer,1964 Summer,104,51.0,0.49038461538461536
2872,TCH,Czechoslovakia,1964,Winter,1964 Winter,46,17.0,0.3695652173913043
2873,TCH,Czechoslovakia,1968,Summer,1968 Summer,121,24.0,0.19834710743801653
2874,TCH,Czechoslovakia,1968,Winter,1968 Winter,48,20.0,0.4166666666666667
2875,TCH,Czechoslovakia,1972,Summer,1972 Summer,181,28.0,0.15469613259668508
2876,TCH,Czechoslovakia,1972,Winter,1972 Winter,41,20.0,0.4878048780487805
2877,TCH,Czechoslovakia,1976,Summer,1976 Summer,163,14.0,0.08588957055214724
2878,TCH,Czechoslovakia,1976,Winter,1976 Winter,58,19.0,0.3275862068965517
2879,TCH,Czechoslovakia,1980,Summer,1980 Summer,209,51.0,0.24401913875598086
2880,TCH,Czechoslovakia,1980,Winter,1980 Winter,41,1.0,0.024390243902439025
2881,TCH,Czechoslovakia,1984,Winter,1984 Winter,50,27.0,0.54
2882,TCH,Czechoslovakia,1988,Summer,1988 Summer,163,9.0,0.05521472392638037
2883,TCH,Czechoslovakia,1988,Winter,1988 Winter,59,6.0,0.1016949152542373
2884,TCH,Czechoslovakia,1992,Summer,1992 Summer,208,8.0,0.038461538461538464
2885,TCH,Czechoslovakia,1992,Winter,1992 Winter,74,27.0,0.36486486486486486
2886,TGO,Togo,1972,Summer,1972 Summer,7,,
2887,TGO,Togo,1984,Summer,1984 Summer,6,,
2888,TGO,Togo,1988,Summer,1988 Summer,6,,
2889,TGO,Togo,1992,Summer,1992 Summer,6,,
2890,TGO,Togo,1996,Summer,1996 Summer,5,,
2891,TGO,Togo,2000,Summer,2000 Summer,3,,
2892,TGO,Togo,2004,Summer,2004 Summer,3,,
2893,TGO,Togo,2008,Summer,2008 Summer,4,1.0,0.25
2894,TGO,Togo,2012,Summer,2012 Summer,6,,
2895,TGO,Togo,2014,Winter,2014 Winter,2,,
2896,TGO,Togo,2016,Summer,2016 Summer,5,,
2897,THA,Linglom,1964,Summer,1964 Summer,3,,
2898,THA,Siames-Cat,1960,Summer,1960 Summer,2,,
2899,THA,Thailand,1960,Summer,1960 Summer,18,,
2900,THA,Thailand,1964,Summer,1964 Summer,51,,
2901,THA,Thailand,1968,Summer,1968 Summer,41,,
2902,THA,Thailand,1972,Summer,1972 Summer,33,,
2903,THA,Thailand,1976,Summer,1976 Summer,42,1.0,0.023809523809523808
2904,THA,Thailand,1984,Summer,1984 Summer,35,1.0,0.02857142857142857
2905,THA,Thailand,1988,Summer,1988 Summer,14,1.0,0.07142857142857142
2906,THA,Thailand,1992,Summer,1992 Summer,46,1.0,0.021739130434782608
2907,THA,Thailand,1996,Summer,1996 Summer,37,2.0,0.05405405405405406
2908,THA,Thailand,2000,Summer,2000 Summer,52,3.0,0.057692307692307696
2909,THA,Thailand,2002,Winter,2002 Winter,1,,
2910,THA,Thailand,2004,Summer,2004 Summer,42,8.0,0.19047619047619047
2911,THA,Thailand,2006,Winter,2006 Winter,1,,
2912,THA,Thailand,2008,Summer,2008 Summer,47,4.0,0.0851063829787234
2913,THA,Thailand,2012,Summer,2012 Summer,37,3.0,0.08108108108108109
2914,THA,Thailand,2014,Winter,2014 Winter,2,,
2915,THA,Thailand,2016,Summer,2016 Summer,54,6.0,0.1111111111111111
2916,TJK,Tajikistan,1996,Summer,1996 Summer,8,,
2917,TJK,Tajikistan,2000,Summer,2000 Summer,4,,
2918,TJK,Tajikistan,2002,Winter,2002 Winter,1,,
2919,TJK,Tajikistan,2004,Summer,2004 Summer,9,,
2920,TJK,Tajikistan,2006,Winter,2006 Winter,1,,
2921,TJK,Tajikistan,2008,Summer,2008 Summer,15,2.0,0.13333333333333333
2922,TJK,Tajikistan,2010,Winter,2010 Winter,1,,
2923,TJK,Tajikistan,2012,Summer,2012 Summer,16,1.0,0.0625
2924,TJK,Tajikistan,2014,Winter,2014 Winter,1,,
2925,TJK,Tajikistan,2016,Summer,2016 Summer,7,1.0,0.14285714285714285
